@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute aX numeric
@attribute aY numeric
@attribute aZ numeric
@attribute gX numeric
@attribute gY numeric
@attribute gZ numeric
@attribute pitch numeric
@attribute roll numeric
@attribute yaw numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
991,'2021/03/11 22:00:56:753',23,0.050558,-0.227124,-0.066882,-0.376178,-0.399812,1.616021,1.024783,0.819373,-2.010614,1,?
992,'2021/03/11 22:00:56:782',23,0.119062,-0.180488,0.051823,-0.608148,0.079331,1.220273,1.044966,0.743616,-1.927505,1,?
993,'2021/03/11 22:00:56:816',23,0.106804,-0.149044,0.014031,-0.528668,0.281681,0.378477,1.047486,0.698258,-1.867859,1,?
994,'2021/03/11 22:00:56:845',23,0.088818,-0.113193,-0.196599,-0.805198,0.28125,-0.205247,1.033741,0.683095,-1.843402,1,?
995,'2021/03/11 22:00:56:875',23,-0.057409,-0.108755,-0.112567,-0.511837,-0.02005,0.226205,1.013788,0.665625,-1.814553,1,?
996,'2021/03/11 22:00:56:909',23,0.011162,-0.076554,0.021122,-0.341638,0.09895,0.485561,1.010373,0.638461,-1.782694,1,?
997,'2021/03/11 22:00:56:938',23,0.02427,0.063601,0.062714,-0.14523,0.422353,0.385586,1.012592,0.62101,-1.752892,1,?
998,'2021/03/11 22:00:56:970',23,0.028567,0.17684,-0.036829,0.135654,0.359117,0.192018,1.01711,0.624001,-1.739872,1,?
999,'2021/03/11 22:00:57:001',23,-0.001354,0.281871,-0.004999,0.220908,0.188233,0.019224,1.023889,0.631875,-1.740927,1,?
1000,'2021/03/11 22:00:57:033',23,-0.050767,0.264157,-0.011792,0.350221,0.260078,-0.192764,1.029136,0.655635,-1.757249,1,?
1001,'2021/03/11 22:00:57:063',23,-0.133463,0.231404,-0.047621,0.508822,-0.205402,-0.116203,1.036267,0.678056,-1.781096,1,?
1002,'2021/03/11 22:00:57:095',23,-0.04206,0.155745,0.072432,0.312824,-0.10198,0.168168,1.047199,0.684333,-1.796653,1,?
1003,'2021/03/11 22:00:57:126',23,-0.044181,0.093828,0.044812,-0.013151,0.052657,0.239986,1.054639,0.680569,-1.791107,1,?
1004,'2021/03/11 22:00:57:160',23,-0.112067,0.065866,0.011718,-0.065093,-0.117197,0.169667,1.057351,0.668213,-1.778233,1,?
1005,'2021/03/11 22:00:57:189',23,-0.048876,-0.032395,0.030877,0.027257,-0.110275,-0.113624,1.057331,0.660519,-1.77528,1,?
1006,'2021/03/11 22:00:57:223',23,-0.054817,-0.048329,0.032062,0.142551,0.032566,-0.219869,1.056174,0.670285,-1.787182,1,?
1007,'2021/03/11 22:00:57:251',23,-0.041958,-0.113796,-0.008762,0.177321,0.127249,-0.116848,1.057184,0.682995,-1.799776,1,?
1008,'2021/03/11 22:00:57:289',23,-0.047202,-0.069769,-0.046287,0.129328,0.001822,0.112814,1.062501,0.688117,-1.803913,1,?
1009,'2021/03/11 22:00:57:314',23,-0.008729,-0.051439,-0.076834,0.00377,-0.196008,0.282333,1.070307,0.676772,-1.795299,1,?
1010,'2021/03/11 22:00:57:345',23,0.023564,-0.046954,-0.070965,-0.232025,-0.157415,0.321716,1.074968,0.646876,-1.770019,1,?
1011,'2021/03/11 22:00:57:376',23,0.014519,-0.019305,-0.078339,-0.289053,-0.210852,0.303113,1.073783,0.618446,-1.743668,1,?
1012,'2021/03/11 22:00:57:409',23,0.007739,0.0198,-0.026981,-0.254776,-0.175233,0.274978,1.072179,0.590284,-1.718556,1,?
1013,'2021/03/11 22:00:57:441',23,0.023359,0.025584,-0.010503,-0.234154,-0.083153,0.101847,1.069156,0.569819,-1.699576,1,?
1014,'2021/03/11 22:00:57:471',23,0.015537,-0.019713,-0.008974,-0.142145,-0.029055,-0.067966,1.064275,0.561939,-1.692632,1,?
1015,'2021/03/11 22:00:57:501',23,-0.025902,-0.027013,-0.006541,0.096355,-0.114413,-0.075218,1.06175,0.563927,-1.696905,1,?
1016,'2021/03/11 22:00:57:533',23,-0.010319,-0.023399,-0.009055,0.16407,-0.128057,-0.012861,1.065012,0.566449,-1.703701,1,?
1017,'2021/03/11 22:00:57:564',23,0.006059,-0.046355,-0.029444,0.103331,-0.172962,0.000005,1.068535,0.566718,-1.70881,1,?
1018,'2021/03/11 22:00:57:595',23,-0.013136,-0.008987,-0.00125,0.047088,-0.233587,0.107447,1.071649,0.558845,-1.707483,1,?
1019,'2021/03/11 22:00:57:626',23,0.008275,0.003476,0.000431,-0.079024,-0.237229,0.162799,1.073686,0.544341,-1.698967,1,?
1020,'2021/03/11 22:00:57:657',23,0.009589,0.011307,0.019561,-0.185935,-0.178914,0.141152,1.07184,0.523553,-1.683563,1,?
1021,'2021/03/11 22:00:57:689',23,0.011321,0.015685,0.025307,-0.094663,-0.137962,0.090935,1.070055,0.509413,-1.672677,1,?
1022,'2021/03/11 22:00:57:719',23,0.011719,-0.006493,0.008169,0.067706,-0.120294,0.00749,1.070326,0.504341,-1.670988,1,?
1023,'2021/03/11 22:00:57:751',23,0.018749,0.010878,0.007451,0.101586,-0.01555,-0.057859,1.072826,0.508168,-1.676742,1,?
1024,'2021/03/11 22:00:57:782',23,0.020015,0.003886,-0.005831,0.015676,0.041315,-0.132058,1.072977,0.516244,-1.685189,1,?
1025,'2021/03/11 22:00:57:813',23,0.001802,-0.008131,-0.000663,-0.038379,0.044552,-0.143524,1.069965,0.52614,-1.694653,1,?
1026,'2021/03/11 22:00:57:844',23,-0.009704,-0.025371,-0.023789,-0.01144,-0.068562,-0.120873,1.066833,0.532096,-1.701555,1,?
1027,'2021/03/11 22:00:57:878',23,-0.00464,-0.021858,0.00108,0.03467,-0.043348,-0.013447,1.065925,0.534025,-1.705899,1,?
1028,'2021/03/11 22:00:57:907',23,0.006076,-0.016618,-0.007731,0.056467,-0.04919,0.07122,1.067771,0.531918,-1.70536,1,?
1029,'2021/03/11 22:00:57:942',23,0.010865,-0.004479,-0.0176,0.024779,-0.034905,0.076579,1.070103,0.527096,-1.701548,1,?
1030,'2021/03/11 22:00:57:969',23,0.016625,0.007137,-0.018194,-0.056558,-0.000953,0.069148,1.071066,0.5224,-1.6964,1,?
1031,'2021/03/11 22:00:58:001',23,0.008573,0.012951,-0.02163,-0.058499,-0.067911,0.068443,1.070431,0.516555,-1.690938,1,?
1032,'2021/03/11 22:00:58:036',23,0.010426,0.006602,-0.000631,-0.025383,-0.066356,0.051143,1.069824,0.510876,-1.686712,1,?
1033,'2021/03/11 22:00:58:064',23,0.012376,-0.003515,0.018418,-0.000746,0.001016,0.018073,1.069347,0.508761,-1.685052,1,?
1034,'2021/03/11 22:00:58:096',23,0.004711,-0.003522,0.010483,0.038491,0.043138,0.016933,1.069333,0.509266,-1.685129,1,?
1035,'2021/03/11 22:00:58:125',23,-0.002531,0.006696,0.007778,0.015953,0.041537,0.031042,1.070338,0.511081,-1.685117,1,?
1036,'2021/03/11 22:00:58:157',23,0.001235,0.001882,-0.001998,-0.023512,0.026033,0.019547,1.070959,0.511764,-1.684631,1,?
1037,'2021/03/11 22:00:58:189',23,-0.004422,-0.012884,-0.012493,-0.031411,-0.012463,0.02594,1.070618,0.511109,-1.682705,1,?
1038,'2021/03/11 22:00:58:220',23,-0.005844,-0.011185,0.012588,0.02603,0.007148,0.071863,1.071075,0.508193,-1.679672,1,?
1039,'2021/03/11 22:00:58:251',23,0.005035,0.000894,0.005512,0.047146,0.062635,0.053818,1.073199,0.507005,-1.677307,1,?
1040,'2021/03/11 22:00:58:283',23,0.008107,-0.00702,-0.011198,0.003626,0.090244,0.026948,1.074362,0.508295,-1.675897,1,?
1041,'2021/03/11 22:00:58:314',23,-0.005537,-0.005643,-0.029637,0.041491,0.026635,0.076953,1.075846,0.508141,-1.673945,1,?
1042,'2021/03/11 22:00:58:344',23,0.001555,-0.003276,-0.017819,0.024127,0.025122,0.127898,1.078039,0.505146,-1.669226,1,?
1043,'2021/03/11 22:01:02:691',24,-0.038387,0.005468,-0.010351,0.13894,-0.047988,-0.120325,-1.322965,-0.403102,1.565318,-1,?
1044,'2021/03/11 22:01:02:720',24,-0.073848,0.00845,-0.030419,0.078051,-0.127633,-0.074174,-1.319538,-0.410296,1.561931,-1,?
1045,'2021/03/11 22:01:02:756',24,-0.091916,0.004788,-0.041636,0.046854,-0.209072,-0.051145,-1.317401,-0.41913,1.558333,-1,?
1046,'2021/03/11 22:01:02:783',24,-0.065413,-0.014236,-0.029818,-0.033,-0.319045,-0.065121,-1.315988,-0.436256,1.550414,-1,?
1047,'2021/03/11 22:01:02:814',24,0.066766,0.002899,0.030686,-0.041732,-0.302732,-0.197434,-1.314364,-0.471939,1.527383,-1,?
1048,'2021/03/11 22:01:02:855',24,0.114619,0.024235,0.074104,0.100738,-0.229796,-0.476971,-1.308515,-0.514277,1.492382,-1,?
1049,'2021/03/11 22:01:02:876',24,0.088049,0.02486,0.01818,0.407644,-0.339029,-0.599649,-1.293017,-0.56166,1.452474,-1,?
1050,'2021/03/11 22:01:02:907',24,0.120232,0.015149,0.023278,0.487924,-0.253049,-0.371249,-1.272726,-0.587662,1.436358,-1,?
1051,'2021/03/11 22:01:02:940',24,0.026222,0.047425,0.027139,0.276027,-0.178503,-0.152819,-1.256563,-0.59206,1.439103,-1,?
1052,'2021/03/11 22:01:02:969',24,-0.07672,0.062516,0.011845,0.301694,-0.424798,-0.069057,-1.247795,-0.598332,1.444496,-1,?
1053,'2021/03/11 22:01:03:003',24,-0.103719,0.15319,0.072153,0.478927,-0.338888,0.33941,-1.239936,-0.581758,1.476775,-1,?
1054,'2021/03/11 22:01:03:032',24,-0.06758,0.16917,-0.044759,0.344062,-0.427766,0.451924,-1.23498,-0.540184,1.533036,-1,?
1055,'2021/03/11 22:01:03:064',24,0.023183,0.134756,-0.025992,-0.434118,-0.357813,0.689561,-1.243671,-0.512407,1.57567,-1,?
1056,'2021/03/11 22:01:03:099',24,0.01608,0.129535,-0.020311,-0.916385,-0.327144,0.93406,-1.2748,-0.487968,1.611289,-1,?
1057,'2021/03/11 22:01:03:128',24,-0.227919,-0.474907,0.300827,-0.056026,-0.320656,3.064315,-1.31128,-0.259121,1.861327,-1,?
1058,'2021/03/11 22:01:03:157',24,0.212467,0.36568,-0.100762,-0.17654,-0.374988,1.602394,-1.321982,-0.003359,2.138395,-1,?
1059,'2021/03/11 22:01:03:188',24,0.007339,0.138845,-0.18603,-0.652365,0.286187,1.283086,-1.331121,0.162959,2.312254,-1,?
1060,'2021/03/11 22:01:03:219',24,-0.014918,-0.004497,-0.073383,-0.361956,0.556617,1.398182,-1.332541,0.359587,2.501997,-1,?
1061,'2021/03/11 22:01:03:256',24,0.098922,0.151956,-0.177489,-0.756357,-0.47991,0.305668,-1.331298,0.503068,2.648315,-1,?
1062,'2021/03/11 22:01:03:283',24,0.05823,0.132752,-0.094928,-1.175656,-0.419469,-0.017379,-1.359756,0.567978,2.730465,-1,?
1063,'2021/03/11 22:01:03:314',24,-0.187536,-0.218376,0.12891,-0.487916,0.021989,1.248305,-1.366979,0.706698,2.879519,-1,?
1064,'2021/03/11 22:01:03:345',24,0.005132,-0.218394,-0.051007,-0.451343,0.262193,1.222912,-1.348518,0.878842,3.050963,-1,?
1065,'2021/03/11 22:01:03:376',24,-0.062185,-0.256553,-0.128913,-0.316643,0.185942,1.265783,-1.323637,1.017641,-3.096838,-1,?
1066,'2021/03/11 22:01:03:410',24,-0.048593,-0.117093,-0.172055,0.040116,-0.028403,1.361885,-1.290526,1.098126,-3.011997,-1,?
1067,'2021/03/11 22:01:03:439',24,-0.000819,0.017981,-0.083268,-0.008011,-0.328634,1.09209,-1.249852,1.162006,-2.935226,-1,?
1068,'2021/03/11 22:01:03:472',24,-0.027402,-0.200512,0.149254,0.301275,-0.145014,0.678767,-1.22285,1.1579,-2.929743,-1,?
1069,'2021/03/11 22:01:03:501',24,0.004453,-0.208702,-0.002217,0.238416,-0.184217,0.421527,-1.205956,1.155245,-2.928687,-1,?
1070,'2021/03/11 22:01:03:532',24,0.098066,-0.044466,0.061133,0.239417,-0.074332,0.423271,-1.191504,1.144926,-2.934957,-1,?
1071,'2021/03/11 22:01:03:566',24,0.006621,0.000326,0.043234,-0.01969,-0.002442,0.537259,-1.172876,1.150401,-2.926585,-1,?
1072,'2021/03/11 22:01:03:594',24,-0.038736,0.077388,-0.011869,-0.063224,-0.063503,0.411592,-1.160829,1.16701,-2.907151,-1,?
1073,'2021/03/11 22:01:03:626',24,0.060722,0.052109,0.063263,0.002079,0.06561,0.567662,-1.147731,1.180373,-2.892272,-1,?
1074,'2021/03/11 22:01:03:657',24,0.01665,0.137892,0.077937,-0.082822,0.063941,0.443989,-1.133142,1.199726,-2.875122,-1,?
1075,'2021/03/11 22:01:03:689',24,-0.088608,0.157618,-0.020918,-0.093966,-0.20011,0.055563,-1.126181,1.206611,-2.863851,-1,?
1076,'2021/03/11 22:01:03:720',24,-0.059888,0.111354,-0.058181,0.141807,-0.066405,-0.341778,-1.131279,1.197559,-2.864381,-1,?
1077,'2021/03/11 22:01:03:752',24,-0.054375,0.07955,0.045509,0.27823,0.002196,-0.584548,-1.143022,1.167431,-2.894932,-1,?
1078,'2021/03/11 22:01:03:784',24,-0.042155,0.125184,-0.015487,0.230833,-0.074754,-0.542521,-1.156094,1.134024,-2.930357,-1,?
1079,'2021/03/11 22:01:03:816',24,0.012332,-0.011723,-0.034755,0.148808,-0.068449,-0.265335,-1.164828,1.109865,-2.955739,-1,?
1080,'2021/03/11 22:01:03:846',24,-0.000411,-0.056365,0.017066,0.00459,-0.043168,0.028412,-1.166635,1.098021,-2.966249,-1,?
1081,'2021/03/11 22:01:03:880',24,-0.003494,-0.076969,0.031125,-0.22787,-0.023916,0.305609,-1.162938,1.111973,-2.949624,-1,?
1082,'2021/03/11 22:01:03:907',24,0.031083,-0.057132,-0.045148,-0.279048,-0.139384,0.545751,-1.155009,1.137997,-2.918133,-1,?
1083,'2021/03/11 22:01:03:947',24,0.129886,-0.071293,0.040834,-0.268648,0.01707,0.73088,-1.140295,1.17125,-2.879649,-1,?
1084,'2021/03/11 22:01:03:972',24,0.069507,-0.030565,0.018608,-0.155966,0.031096,0.71377,-1.122181,1.203253,-2.845555,-1,?
1085,'2021/03/11 22:01:04:002',24,0.06187,-0.001363,0.025097,-0.02538,0.027293,0.521687,-1.104874,1.222126,-2.825016,-1,?
1086,'2021/03/11 22:01:04:032',24,0.02763,-0.04173,0.024592,-0.057262,0.085127,0.181921,-1.095301,1.233669,-2.81469,-1,?
1087,'2021/03/11 22:01:04:063',24,0.029465,-0.04628,-0.019756,0.039162,-0.01189,0.044556,-1.09288,1.23757,-2.811744,-1,?
1088,'2021/03/11 22:01:04:095',24,0.04723,-0.04688,0.028831,0.079969,0.007762,-0.036288,-1.091731,1.233807,-2.815358,-1,?
1089,'2021/03/11 22:01:04:127',24,0.037136,-0.02343,-0.008631,0.197414,-0.021193,-0.138188,-1.093494,1.224331,-2.826163,-1,?
1090,'2021/03/11 22:01:04:157',24,0.132326,-0.060285,0.023246,0.219453,0.003628,0.042558,-1.091283,1.209966,-2.841553,-1,?
1091,'2021/03/11 22:01:04:191',24,0.044187,0.017481,-0.00353,0.176818,0.010969,0.038796,-1.084499,1.202445,-2.851248,-1,?
1092,'2021/03/11 22:01:04:220',24,-0.007712,0.096545,0.002373,0.116991,0.003269,-0.191239,-1.083568,1.194558,-2.860584,-1,?
1093,'2021/03/11 22:01:04:251',24,0.017262,0.084641,0.01959,0.112632,0.030511,-0.362417,-1.087235,1.187122,-2.870633,-1,?
1094,'2021/03/11 22:01:04:283',24,0.051395,0.056332,-0.016432,0.167431,-0.007223,-0.362142,-1.094549,1.174115,-2.88617,-1,?
1095,'2021/03/11 22:01:04:313',24,0.035255,0.053768,-0.004068,0.188143,-0.029844,-0.388639,-1.103073,1.154824,-2.907091,-1,?
1096,'2021/03/11 22:01:04:345',24,0.090977,0.051649,0.030799,0.146473,0.032067,-0.215314,-1.110415,1.135976,-2.928267,-1,?
1097,'2021/03/11 22:01:04:376',24,0.143746,0.116823,0.085269,-0.019034,0.132973,0.037278,-1.112318,1.129663,-2.937796,-1,?
1098,'2021/03/11 22:01:04:408',24,0.174751,0.175066,0.121674,-0.266801,0.239105,-0.061298,-1.113351,1.143458,-2.92892,-1,?
1099,'2021/03/11 22:01:04:440',24,0.226641,0.193705,0.132689,-0.368361,0.307199,-0.432662,-1.124304,1.165385,-2.913448,-1,?
1100,'2021/03/11 22:01:04:470',24,0.273195,0.088376,0.090399,-0.102294,0.433005,-0.762117,-1.14422,1.175317,-2.914181,-1,?
1101,'2021/03/11 22:01:04:501',24,0.2701,-0.053866,0.086824,0.248355,0.673144,-0.904632,-1.170894,1.162012,-2.950724,-1,?
1102,'2021/03/11 22:01:04:537',24,0.077177,-0.194153,0.006181,0.323837,0.687985,-0.792406,-1.191003,1.137635,-2.999767,-1,?
1103,'2021/03/11 22:01:04:565',24,-0.016572,-0.304652,-0.056647,0.543971,0.666457,-0.718416,-1.205964,1.101907,-3.059604,-1,?
1104,'2021/03/11 22:01:04:601',24,-0.123603,-0.362123,-0.118169,0.572348,0.582815,-0.551028,-1.214591,1.055172,-3.129977,-1,?
1105,'2021/03/11 22:01:04:626',24,-0.294987,-0.294788,-0.160171,0.433211,0.306942,-0.497506,-1.220151,1.013308,3.093668,-1,?
1106,'2021/03/11 22:01:04:657',24,-0.25703,-0.1535,-0.099214,0.567907,0.032822,-0.481455,-1.225454,0.951704,3.022852,-1,?
1107,'2021/03/11 22:01:04:693',24,-0.234691,-0.052061,-0.099764,0.642891,-0.084025,-0.407837,-1.224604,0.886331,2.95425,-1,?
1108,'2021/03/11 22:01:04:720',24,-0.225294,0.06373,-0.093325,0.432619,-0.276626,-0.312415,-1.22194,0.825244,2.895332,-1,?
1109,'2021/03/11 22:01:04:752',24,-0.12844,0.094929,-0.058099,0.134066,-0.267977,-0.051948,-1.220397,0.790051,2.867069,-1,?
1110,'2021/03/11 22:01:04:783',24,-0.124202,0.116532,-0.052391,0.121957,-0.286009,0.024264,-1.218012,0.775785,2.860435,-1,?
1111,'2021/03/11 22:01:04:813',24,-0.047528,0.145581,-0.037449,0.268554,-0.357297,0.059517,-1.211633,0.751842,2.84781,-1,?
1112,'2021/03/11 22:01:04:847',24,-0.006252,0.12618,-0.02447,0.084021,-0.347064,0.048973,-1.206391,0.734255,2.839926,-1,?
1113,'2021/03/11 22:01:04:876',24,-0.033742,0.067753,-0.010817,-0.082454,-0.426172,-0.023959,-1.20537,0.724103,2.842143,-1,?
1114,'2021/03/11 22:01:04:908',24,0.043772,0.114122,-0.061637,-0.265605,-0.199698,-0.174066,-1.214233,0.715383,2.846264,-1,?
1115,'2021/03/11 22:01:04:940',24,0.057531,-0.034223,0.095017,0.264272,-0.201366,-0.044209,-1.215281,0.705295,2.843584,-1,?
1116,'2021/03/11 22:01:04:970',24,0.134306,-0.003726,-0.01739,0.074808,-0.025006,-0.519118,-1.215032,0.662536,2.801584,-1,?
1117,'2021/03/11 22:01:05:005',24,0.085287,-0.042325,-0.01383,-0.264468,0.014027,-0.495111,-1.228582,0.634513,2.771826,-1,?
1118,'2021/03/11 22:01:05:036',24,0.009199,-0.052607,0.061091,-0.224218,-0.009859,-0.19817,-1.240976,0.621475,2.757982,-1,?
1119,'2021/03/11 22:01:05:064',24,0.015579,-0.044112,0.063317,-0.30954,0.043876,0.175184,-1.247458,0.634062,2.77083,-1,?
1120,'2021/03/11 22:01:05:113',24,0.084991,0.050242,0.025737,-0.373328,0.097278,0.331281,-1.250518,0.6779,2.814357,-1,?
1121,'2021/03/11 22:01:05:126',24,0.158718,0.133947,0.011776,-0.258564,0.037379,-0.118656,-1.256696,0.712012,2.847573,-1,?
1122,'2021/03/11 22:01:05:157',24,0.208815,0.083864,-0.014127,-0.427187,0.131859,-0.203859,-1.267099,0.719466,2.853422,-1,?
1123,'2021/03/11 22:01:05:194',24,0.234066,0.023871,-0.056045,-0.741995,0.221197,-0.409073,-1.286569,0.743147,2.872942,-1,?
1124,'2021/03/11 22:01:05:236',24,0.163237,-0.027606,0.013843,-0.602539,0.263509,-0.374729,-1.311026,0.770063,2.893188,-1,?
1125,'2021/03/11 22:01:05:253',24,0.016296,-0.039586,0.049779,-0.322875,0.393008,-0.226478,-1.326957,0.7941,2.907524,-1,?
1126,'2021/03/11 22:01:05:283',24,-0.197332,-0.066025,-0.059193,-0.222644,0.25956,-0.232644,-1.338719,0.808653,2.910184,-1,?
1127,'2021/03/11 22:01:05:323',24,-0.270248,-0.071925,-0.088652,-0.165148,0.089132,-0.131745,-1.347347,0.816167,2.912469,-1,?
1128,'2021/03/11 22:01:05:354',24,-0.250336,-0.028069,-0.055387,0.001933,0.017097,0.087233,-1.349271,0.823358,2.918298,-1,?
1129,'2021/03/11 22:01:05:376',24,-0.179085,0.0369,-0.047779,0.009173,0.042822,0.027649,-1.346867,0.830445,2.924484,-1,?
1130,'2021/03/11 22:01:05:408',24,-0.133001,0.064526,-0.069443,-0.051743,-0.070778,-0.270154,-1.351342,0.810101,2.904515,-1,?
1131,'2021/03/11 22:01:05:440',24,-0.07131,0.046669,-0.02763,-0.120532,-0.154183,-0.401768,-1.367283,0.743381,2.842113,-1,?
1132,'2021/03/11 22:01:05:471',24,-0.025707,0.021809,-0.004407,-0.060061,-0.154554,-0.230115,-1.378076,0.690193,2.793545,-1,?
1133,'2021/03/11 22:01:05:501',24,0.033775,0.012405,-0.013939,-0.085242,-0.178236,-0.131185,-1.383103,0.653701,2.76191,-1,?
1134,'2021/03/11 22:01:05:533',24,0.059522,-0.001953,-0.000079,-0.253071,-0.178615,-0.23782,-1.390692,0.637489,2.750981,-1,?
1135,'2021/03/11 22:01:05:564',24,0.070303,-0.05352,0.009978,-0.270659,-0.182165,-0.11535,-1.401358,0.632891,2.751279,-1,?
1136,'2021/03/11 22:01:05:595',24,0.08727,-0.030802,0.042863,-0.11021,-0.087079,0.159717,-1.405491,0.655899,2.778837,-1,?
1137,'2021/03/11 22:01:05:626',24,0.09941,-0.017721,0.012955,-0.057393,-0.059295,0.001595,-1.405562,0.682495,2.808066,-1,?
1138,'2021/03/11 22:01:05:663',24,0.083755,-0.02429,0.018007,-0.112774,-0.059495,-0.112804,-1.407192,0.688728,2.817059,-1,?
1139,'2021/03/11 22:01:05:689',24,0.059485,-0.04848,0.022991,-0.128364,0.007771,-0.121992,-1.411491,0.70293,2.83157,-1,?
1140,'2021/03/11 22:01:05:723',24,0.034237,-0.046285,0.032608,-0.005207,0.028708,-0.038213,-1.412764,0.714533,2.842205,-1,?
1141,'2021/03/11 22:01:05:752',24,0.01596,-0.027029,0.009025,0.128559,-0.000855,0.010904,-1.409691,0.717247,2.844201,-1,?
1142,'2021/03/11 22:01:05:783',24,-0.000704,0.014599,0.012659,0.086822,0.049775,0.031068,-1.404715,0.71757,2.843354,-1,?
1143,'2021/03/11 22:01:05:818',24,0.002342,0.019038,-0.022987,0.03946,0.044335,-0.07254,-1.403618,0.719732,2.843398,-1,?
1144,'2021/03/11 22:01:05:845',24,-0.009192,0.014256,-0.014873,0.037649,0.029719,-0.157244,-1.405223,0.702169,2.82455,-1,?
